,Unnamed: 0,id,conversation_id,created_at,replies,tweet_text,tweet_lang,lang_confidence,reply_emotion_roberta_base,emotion_confidence_roberta_base,reply_emotion_roberta_large,emotion_confidence_roberta_large,reply_emotion_bart,emotion_confidence_bart
394,394,1096430418323300353,1096425308272689153,2019-02-15 15:25:57+00:00,i put it in the car earlier,Praise the lord for climate change. [URL],en,0.812665581703186,anticipation,0.1540275812149047,joy,0.1222589164972305,anticipation,0.209666296839714
12537,12537,1101250670676594695,1101190631928590337,2019-02-28 22:39:54+00:00,let us get writing to our mps,Climate change (left) makes Brexit (right) look like rearranging deck chairs on the Titanic. Appallingly low turn out to debate the existential threat we are facing. Would be nice if our leaders could work towards both the long and short-term future. [URL],en,0.9422479271888732,anticipation,0.6994336843490601,optimism,0.939032256603241,anticipation,0.1728671789169311
11616,11616,1100647225854779392,1100630332779331584,2019-02-27 06:42:02+00:00,this is a great article it is equally important to coax law makers to take responsibility of the protecting the environment and also include that in their oaths,"The impact of climate change will affect India’s food security, while reducing fodder supplies for our livestock. My article on the investment and policy reforms that are needed on priority to help farmers cope with climate change, in The Hindu today. [URL] [URL]",en,0.8992198705673218,optimism,0.9895609617233276,optimism,0.98909991979599,joy,0.3209802508354187
3392,3392,1097781927749341184,1097769406938169346,2019-02-19 08:56:22+00:00,first panel lead by douvere from unesco and including looks at climate change impact on ocean biodiversity,I am at the Climate Change & Oceans Preservation meeting in Egmont Palace in Brussels [USER] [URL],en,0.8563659191131592,anticipation,0.7241018414497375,anticipation,0.7765587568283081,anticipation,0.2662652432918548
3999,3999,1097966006553653253,1097698843997552641,2019-02-19 21:07:49+00:00,if they do amp honesty prevails labor will be left in the dark,"I accept the science of climate change, so does everyone in my govt. I would hope that in the forthcoming federal election campaign, media will ask all candidates whether they accept climate change. [USER] #qldpol [URL]",en,0.8773200511932373,disgust,0.648181676864624,anger,0.5731029510498047,surprise,0.3416256010532379
8224,8224,1099735373226364928,1099725821105922048,2019-02-24 18:18:39+00:00,what about,First ever meeting between EU and LAS Member States. Good atmosphere. Agree to strenghen our collaboration on a broad range of issues: Jobs and growth. Climate change. Stability and peace #dkpol #eudk #eu #EULASSummit [URL],en,0.9560604095458984,anticipation,0.2598250210285187,fear,0.4298552572727203,surprise,0.3770208060741424
8837,8837,1100032442482733056,1100022620215496705,2019-02-25 13:59:06+00:00, lol,"I am a firm supporter of ambitious EU action to decarbonise our economy & address the causes of Climate Change. I also strongly believe that the transition must be fair & inclusive for workers.  Join me with speakers from EU Commission, Bord na Móna & SIPTU on Thursday from 18:30 [URL]",en,0.885735809803009,joy,0.0869680643081665,anticipation,0.1235154792666435,surprise,0.5175171494483948
2428,2428,1096928357822935040,1096439329289850881,2019-02-17 00:24:35+00:00,it is recyclable you fucking melon,The kid with the Pret plastic water bottle leading the way at the climate change protest. Peak Gen Z [USER] #ClimateStrike [URL],en,0.8300599455833435,anger,0.9816330671310424,anger,0.9941155910491944,disgust,0.3698606491088867
566,566,1096450778577793033,1096444540129591296,2019-02-15 16:46:51+00:00,oh it is going to be fantastic this is going to age very well,NYT columnist: I'd love to see Hannity react to future Dem president declaring emergency on climate change [URL] [URL],en,0.7591297626495361,joy,0.9958624839782716,joy,0.9974289536476136,optimism,0.5966805219650269
11462,11462,1100556482100281344,1100410157895315457,2019-02-27 00:41:27+00:00,what exactly is so scary to you,Ahead in #HotTopics: Alexandria Ocasio-Cortez brings up a “legitimate question” she believes is asked in the wake of climate change and crippling student loan debt: “Is it okay to still have children?” What are your thoughts? Tweet us. [URL],en,0.8483988642692566,fear,0.988532304763794,fear,0.9920729994773864,fear,0.8014194369316101
462,462,1096438776937758725,1096376667117895680,2019-02-15 15:59:09+00:00,like that is ever changed anything,This is the scene in Brighton as a protest over climate change is underway. #schoolstrike4climate #climatestrike [URL],en,0.8276175260543823,disgust,0.3485950529575348,disgust,0.5761768817901611,surprise,0.3984427452087402
710,710,1096465004000366592,1096461421565624320,2019-02-15 17:43:22+00:00,laughing out loud after said,Climate change? SleepIncrease in school shootings? SleepGrowing student loan debt? SleepIncreasing Healthcare costs? SleepBrown people cross boarder into US? [URL],en,0.7639275193214417,joy,0.995961606502533,joy,0.9987516403198242,joy,0.5129274725914001
9925,9925,1100227458656358400,1100154569663733760,2019-02-26 02:54:02+00:00,sorry i did not realize you need someone on twitter to google for you,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,sadness,0.8295238614082336,sadness,0.8764462471008301,surprise,0.8573597073554993
6205,6205,1098632651416719360,1098626225201922049,2019-02-21 17:16:50+00:00,are you not worried that the letter q is going to attract conspiracy nuts,Join me and climate kitty for a [USER] AMA on climate change and the national assessment with [USER] tomorrow (Fri) at 12E. He is very interested in whether climate change will affect catnip harvests and if he can sit on the paper when we are done with it. [URL],en,0.8846867680549622,fear,0.9706539511680604,fear,0.8078221678733826,fear,0.4502062797546386
5976,5976,1098505713247244290,1096426192809402371,2019-02-21 08:52:25+00:00,quorn is grown in a lab it does not cause pollution it does not cause global warming it does not cause suffering i had a lovely veg stew with dumplings last night no beans nothing processed tonight i am having mushroom stroganoff made with soya cream,#ClimateStrikeThere is no point hiding it anymore. Meat is the biggest contributor to climate change and for that veganism is the route.[URL] #vegan [URL],en,0.8594722151756287,joy,0.9936435222625732,joy,0.9763612747192384,joy,0.2763085663318634
983,983,1096495413807456256,1096483960941555713,2019-02-15 19:44:13+00:00,haha i was think that m was getting stretched pretty thin,What would YOU do with $8M?🌎 Address climate change & create jobs (real emergency!)🏥 Fix healthcare📚 Provide education✈️ New infrastructure🏡 End homelessness🇺🇸 Support veteransSign our petition to say no to Trump & yes to possibility![URL] [URL],en,0.8020043969154358,joy,0.9609713554382324,joy,0.9972388744354248,surprise,0.4389915764331817
2734,2734,1097157582391791617,1097108256382771201,2019-02-17 15:35:26+00:00,dead wrong on current track ny will fail to hit the pollution cuts needed to reach even minimal un ipcc report levels only at wind solar on the grid and effectively nowhere on electric cars trucks need huge shift to aggressive serious climate jobs policy not more spin,We’ve got to move beyond climate change as an ideological purity test & tackle it with real solutions & a workable strategy that doesn’t tip over the entire effort...The problem is that the current race is to the unrealistic. Ck out latest [USER]: [URL] [URL],en,0.92902672290802,anger,0.895707905292511,disgust,0.931372344493866,pessimism,0.6629289984703064
6799,6799,1099023823813267456,1099019782874152960,2019-02-22 19:11:13+00:00, lackoflay ugly,"Classic #ClimateAction Movie Meme - You Can Run, But You Can't Hide From #ClimateChange -[USER] [USER] [USER] [USER]  [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]",en,0.5021459460258484,anger,0.9450280070304872,disgust,0.9622166752815248,pessimism,0.4252855777740478
401,401,1096430745290035200,1096389175769731072,2019-02-15 15:27:15+00:00,especially surprising considering that there are a higher proportion of women as primary farm operators in organic farming than in farming as a whole at least in andi think,Interesting panel at ⁦[USER]⁩ on adaptation of #organicagriculture to #climatechange organized by #BÖLW. But seriously - how can a panel in 2019 still look like this? (Note that the woman on right is the moderator) The German organic world needs more 👩‍🌾👩‍🎓! [URL],en,0.7864463329315186,surprise,0.7924841642379761,surprise,0.9943337440490724,surprise,0.9431644082069396
1723,1723,1096724971412484098,1096711164308979712,2019-02-16 10:56:24+00:00,not dull an extension of the gardening thought,Wouldn't it be great if all the children (and teachers) who were out marching about climate change yesterday took up gardening? Small positive changes add up & make a difference 👍🏼#weallneedplants [URL],en,0.9753389954566956,joy,0.4530873596668243,optimism,0.2461114972829818,optimism,0.3179059028625488
958,958,1096494411444338691,1096489949350776833,2019-02-15 19:40:14+00:00,perhaps they should attend their science classes and pass some basic exams before spouting about climate change,"The #Scottish #FirstMinister has backed youngsters who are skipping school to take part in climate change protests, describing their actions as a \cause for optimism in an often dark world\"". #SchoolsStrike4Climate #ClimateAction #FridaysForFuture [URL] [URL]",en,0.8109816312789917,anger,0.7914850115776062,disgust,0.9704647660255432,surprise,0.3725199699401855
12611,12611,1101270343597998080,1101215748305944576,2019-02-28 23:58:05+00:00,i do not see them moving over is there a republican supporting it,"For an embarrassingly long time, Dems used “science is real” as an applause line when talking about climate change. The #GreenNewDeal, in contrast, negotiates from strength, forcing our opposition into our terrain.Great read from [USER] [URL] [URL]",en,0.8952191472053528,anticipation,0.6367928385734558,anticipation,0.5433971285820007,surprise,0.5205795168876648
10788,10788,1100434520984223745,1100431557926502401,2019-02-26 16:36:49+00:00,s commitment to open debate remains consistent,Dems vow to try and defund Trump panel aimed at countering scientific consensus on climate change [URL] [URL],en,0.795179009437561,optimism,0.984899401664734,optimism,0.9788579344749452,optimism,0.2475687116384506
1433,1433,1096563204807897088,1096433735820398592,2019-02-16 00:13:35+00:00,climate change screw his stupid wall so sick of this unfit president,If Trump has declared a national emergency for his Border Wall... what would be your choice for a national emergency?Guns?Climate Change?MAGA?Fox News?Sarah Slanders?Eric & Donny Jr?Tag... you’re it!! 🤪 [URL],en,0.7156260013580322,anger,0.9916438460350036,anger,0.995609700679779,disgust,0.4310134351253509
12255,12255,1101179503710294018,1101176716070924288,2019-02-28 17:57:07+00:00,that is why my grandma gaveup her home and her country and for a while her freedom i refuse to let their suffering be for nothing wich is why i am pro europe,I can feel something changing in Europe. I am proud when I see my kids marching in the street for climate change. [URL],en,0.9273665547370912,optimism,0.9577532410621644,optimism,0.949669599533081,love,0.2526062726974487
8068,8068,1099579081962614785,1098764470623494144,2019-02-24 07:57:36+00:00,we have probably met country growers you had the bananas in the trolley on a tuesday night we all know what that means,Very pleased to announce [USER] will be a keynote speaker at #smartenergy19 Sydney 2-3 AprilZali will outline the need for action on climate change & how to make #warringah a global hub for solar and renewables.Register today at [URL] [URL],en,0.8038455247879028,anticipation,0.5903709530830383,anticipation,0.6059929132461548,anticipation,0.2553668320178985
4572,4572,1098072442440900608,1097987884097900544,2019-02-20 04:10:46+00:00,i looked in the mirror and saw that i am the one who signs off on the permits,"It’s not a big, iconic or ‘sexy’ species and it won’t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don’t let this go unnoticed.[URL] [URL]",en,0.9671799540519714,anticipation,0.4471188485622406,joy,0.8201811909675598,surprise,0.5519393682479858
8645,8645,1099904742656884737,1099877122741399553,2019-02-25 05:31:40+00:00,lead by example to the train station and catch one to dc,"\Like climate change is going to like seriously kill all of us like tomorrow, so, I'm going to hop in this automobile that uses a combustible engine and then I'm going to get on an airplane to D.C. so I can save the world from things that create too much CO2\"" [URL]",en,0.9149789810180664,optimism,0.9498695731163024,optimism,0.9241687655448914,anticipation,0.3011955916881561
3072,3072,1097515710845255680,1097490315794092033,2019-02-18 15:18:30+00:00,ouch thank you for being the type of educator our ss need,"Last week in Enviro: #Art ft. Climate Change. Art can speak for many of the cause & effects of #ClimateChange. In this intro activity, Ss. observe 🖼& arrive at their own understanding(s) about Climate Change — [URL]  #NGSS [URL]",en,0.7699970602989197,joy,0.9731553792953492,optimism,0.9743738770484924,anger,0.3188646733760834
601,601,1096454690550829057,1096393112568676352,2019-02-15 17:02:24+00:00,great you were there today,Incredible energy and passion from the Young People of Leeds. Together we can fight Climate Change and save our planet. #youthstrike4climate #strike4climate [URL],en,0.8991427421569824,joy,0.9939570426940918,joy,0.9974839687347412,joy,0.3378529250621795
3705,3705,1097916563385008128,1097912551038439430,2019-02-19 17:51:21+00:00,the continual attempt to indoctrinate our children will be the death of public education however i am certain that is your goal,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anger,0.9513787627220154,disgust,0.984863579273224,pessimism,0.4644147753715515
1728,1728,1096725692660760581,1096710781041819649,2019-02-16 10:59:15+00:00,so she and others at her school do not have a mobile phone computer do not use electricity does she lobby her parents on not using their cars perhaps to take her to school has she travelled by plane to a holiday destination if you are serious,This 16-year-old's inspiring fight against climate change:[URL] [URL],en,0.7707024216651917,disgust,0.568674623966217,disgust,0.5499708652496338,surprise,0.6509280800819397
10223,10223,1100315063620173824,1100154569663733760,2019-02-26 08:42:08+00:00,cow farts are not a priority,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,anger,0.8476086258888245,anger,0.9835224151611328,pessimism,0.4322288930416107
4594,4594,1098077988782989312,1097912551038439430,2019-02-20 04:32:48+00:00,gotta love indoctrination unbelievable you democrats are out of control,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anger,0.9829891324043274,disgust,0.9835912585258484,surprise,0.6464798450469971
6095,6095,1098582717304881152,1098573700130062336,2019-02-21 13:58:25+00:00,that was the s in the s housing was even better,"THREAD: Today, our new report on #UKhousing sets out how the quality of UK homes must improve to reduce emissions and ensure they are ready for a changing climate. Read the report here: [URL]  #Homes #UKClimateAction (1/10)  #climatechange [URL]",en,0.8430206775665283,anticipation,0.5790941119194031,joy,0.2497982233762741,surprise,0.2741168141365051
4334,4334,1098030371097079809,1097698843997552641,2019-02-20 01:23:35+00:00,not just accepting it actions to meaningfully reduce the causes of it in queensland too,"I accept the science of climate change, so does everyone in my govt. I would hope that in the forthcoming federal election campaign, media will ask all candidates whether they accept climate change. [USER] #qldpol [URL]",en,0.877319872379303,anticipation,0.5859336853027344,optimism,0.9417459964752196,surprise,0.245001271367073
194,194,1096399421481410562,1096398480820588544,2019-02-15 13:22:46+00:00,disgraceful cheese has eccentric views on a lot of issues it would be interesting to see the reaction of other people associated with the government,This says it all. The contempt that this government has for young people and climate change is astounding. [URL],en,0.9506583213806152,disgust,0.7958087921142578,disgust,0.9713203310966492,disgust,0.6002463102340698
5219,5219,1098239398154592257,1098230101274230785,2019-02-20 15:14:11+00:00,i saw it it is great you did not have to sit there with a climate change denier given equal legitimacy by virtue of just being there,"Just went on [USER] [USER] & all I got was this stinkin' mug!But seriously, thanks so much [USER], [USER] & [USER] (and my fellow guest [USER]) for devoting a whole segment to climate change & the need for action! Happy to come back any time! [URL]",en,0.982971966266632,joy,0.9449403882026672,joy,0.9565786123275756,surprise,0.2321671843528747
670,670,1096461166220578816,1096452486746042369,2019-02-15 17:28:07+00:00,pleasestop doing this there can only bealex if you want to know the truth you have to ask him please focus on economics that is why we follow you you are a really good economist but you are not a climatologist,Climate Change Religion and Related Cover-Ups: What the Hell Is NASA Hiding?The shrill voices of climate change hucksters get louder every day. Supposedly the world will end in 12 years. It won't.[URL] [URL],en,0.8811719417572021,anticipation,0.7783206701278687,optimism,0.8352186679840088,joy,0.4195633828639984
2991,2991,1097427612044091399,1096867046309199872,2019-02-18 09:28:26+00:00,picture a million words,"We believe community-led action for our waterways&wildspaces can reverse biodiversity decline. So too, together we can work for a net zero future to tackle climatechange. #ShareTheLove Many local&national actions can bring global outcomes [USER] [USER] [USER] [URL]",en,0.8381896018981934,anticipation,0.2462694644927978,optimism,0.2369098514318466,surprise,0.4023337364196777
5936,5936,1098481340700389376,1098293891344859136,2019-02-21 07:15:35+00:00,how many bowling balls are we talking great analogy a good one for future talks enjoy the rest of the conference,Great to hear [USER] talk about Climate change in the arctic and how use carbon we are all producing each day using bowling balls as an analogy #seasthefuture [USER] [URL],en,0.8253423571586609,joy,0.9921112060546876,joy,0.9952104687690736,surprise,0.6680859923362732
6542,6542,1098859795522572289,1098854368957198336,2019-02-22 08:19:25+00:00, really!,My local [USER] in #Ryde is really struggling with fresh food supplies.. it’s either too much heat or too much rain! #climatechange #australia #auspol [URL],en,0.9851576089859008,joy,0.1929638832807541,joy,0.767543375492096,surprise,0.5164563059806824
18,18,1095951297361166337,1095949498130542592,2019-02-14 07:42:05+00:00,made floating gardens and origami cranes and flowers as we explored how climate change is affect some of our species and the environments in which they live we are aiming to makecranes as part of as crane symbolise hope and healing during challenging times,Had a fantastic 'Earth Hour' Workshop with [USER] [USER] [USER] [USER] [USER] [USER] #BrynBachPrimary looking at Climate Change and how it affects our planet and exploring solutions to reduce it effects. [USER] [USER] [USER] [URL],en,0.8055362701416016,optimism,0.9480735659599304,optimism,0.9921361207962036,optimism,0.605592668056488
6821,6821,1099033765039562759,1097987884097900544,2019-02-22 19:50:43+00:00,haha i have an open mind that is why i have read and linked the obscure study for you to read you will not i prefer that to google and alarmist guardian headlines,"It’s not a big, iconic or ‘sexy’ species and it won’t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don’t let this go unnoticed.[URL] [URL]",en,0.9671795964241028,optimism,0.9605268836021424,optimism,0.9700629711151124,surprise,0.3458928763866424
2613,2613,1097086770641096704,1096721839273971713,2019-02-17 10:54:03+00:00,no need for that at all maybe they should be focusing on the youths that need attention like the gangs in,"i doubt i'm the first to think it odd that plod can cuff a teenage girl on a climate change march yet stand, not bothering their arses, while thuggish men shout misogynistic and homophobic abuse outside the commons. [URL]",en,0.9162381291389464,anger,0.921228289604187,disgust,0.936676025390625,surprise,0.3127896189689636
4449,4449,1098046014991286272,1097912551038439430,2019-02-20 02:25:45+00:00,stay out of our children s education we do not want our children brainwashed by the govt your core curriculum standards are bad enough now you want to try to control our youth thru false teachings of global warming which does not exist brainwash the youth to push socialism,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anger,0.98127281665802,disgust,0.993838369846344,disgust,0.3945617377758026
8720,8720,1099945175319744512,1099651785898233857,2019-02-25 08:12:20+00:00,much interested,"In April I'll launch \No.More.Plastic\"", a project focussing on #ClimateChange, Single Use Plastic, Plastic Soup. This project was meant to be released in Dutch, but in case more than 100 schools express their interest, I'm willing to launch globally. [URL] [URL]",en,0.8631038069725037,anticipation,0.6849218010902405,anticipation,0.8473003506660461,anticipation,0.3338688313961029
321,321,1096420112352100354,1096376134835625986,2019-02-15 14:44:59+00:00,cheers good on them part of me feels some just want to get out of school but if that helps the masses get the changes then go for it me i now cycle to work one less needless car on the road and more cautious with wasting energy at home if that counts in anyway,This is the scene in Brighton as a protest over climate change is underway. #schoolstrike4climate #climatestrike [URL],en,0.8276175260543823,optimism,0.9756603837013244,optimism,0.956391215324402,joy,0.6909881234169006
6047,6047,1098558744714203136,1098552919014719489,2019-02-21 12:23:09+00:00,oh,"Bramble Cay melomys, or Bramble Cay mosaic-tailed rat, which was declared extinct in 2014, has been called the first known mammal to go extinct for human-induced climate change [URL]",en,0.8759403228759766,sadness,0.1416325569152832,fear,0.7557382583618164,surprise,0.5728546380996704
11138,11138,1100476367387320320,1100169571124809736,2019-02-26 19:23:06+00:00,this tweet made my week,"Climate change aside, my view on Portland's I-5 Rose Quarter expansion project is that [USER] should under no circumstances be allowed to proceed until they can clearly explain where this person is going and why. [URL]",en,0.92862206697464,joy,0.9944595098495485,joy,0.9956772923469543,joy,0.5300381779670715
9310,9310,1100161278876835842,1100154569663733760,2019-02-25 22:31:03+00:00,question environment and climate change are listed as two separate categories what factors discriminate between the two if climate and change and environment are melded would that change the order,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,anticipation,0.4534738659858703,anticipation,0.7171762585639954,surprise,0.651294469833374
10579,10579,1100411106294607873,1100411102167412736,2019-02-26 15:03:47+00:00,clean enegy is eady to fucking go but aboutcopoations pofit too much off the eath dying fo them to agee with using it,remember how we have 12 years to fix climate change before it becomes irreversible [URL],en,0.862828254699707,anger,0.9774982929229736,anger,0.9888036847114564,pessimism,0.1818826794624328
1191,1191,1096524262419001345,1096485252359434240,2019-02-15 21:38:51+00:00,is the times also fake news pupil arrested in westminster as school climate protests sweep britain,Just when you think the UK couldn't sink any lower with the banal soulless idiocracy and deceit of Brexit along come the London police to take school children away in handcuffs for protesting against climate change. It's utterly bleak and Scotland needs to break free. [URL],en,0.9394462704658508,anger,0.7605706453323364,disgust,0.6482218503952026,surprise,0.2880426049232483
6641,6641,1098912356917223430,1098897664366862336,2019-02-22 11:48:17+00:00,wonderful speech,"If you missed my speech at #Synod on Climate Change, read below! [USER] [URL]",en,0.8543033599853516,joy,0.994805872440338,joy,0.9978109002113342,joy,0.4652096629142761
11793,11793,1100745674424008706,1100727446381432839,2019-02-27 13:13:14+00:00,a really simple thing you can do if this bothers you is email your mp and make sure they know you care they are talking about climate change in parliament for the first time in two years this thursday make sure your mp is there,"\It feels like the world is hiding away in denial, but by the time we realise, will it be too late?\""As we enjoy the warmer weather, [USER] questions why isn't more being done when it comes to climate change. [URL] [URL]",en,0.8962122797966003,optimism,0.8314783573150635,optimism,0.8744251728057861,anticipation,0.2280350774526596
1883,1883,1096762937010728960,1096718870721818627,2019-02-16 13:27:15+00:00,did you discuss your voting record on the environment with them,"Always good to talk to local school children about issues they’re concerned about,. thanks [USER] Year 9 for having me yesterday. Discussed climate change, school uniforms, Brexit and lots of other important issues! [URL]",en,0.991412878036499,anticipation,0.655754566192627,anticipation,0.5290819406509399,surprise,0.305279403924942
9405,9405,1100167892924940295,1100154569663733760,2019-02-25 22:57:20+00:00,does this mean eveyone has health care now the children are reunited with their families and the rich are paying their fair share lets just all pretend life is peachy elect a drama queen get phony dama,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,disgust,0.7337290048599243,anger,0.937425434589386,surprise,0.5836683511734009
10250,10250,1100327333528068096,1100154569663733760,2019-02-26 09:30:54+00:00,that is deeply offensive amp a bit insane you are in dire need of a reality check amp some scientific literacy there is no climate crisis just weather amp climate no amount of hysteria can create that which does not exist pull yourself together,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,anger,0.9840912222862244,anger,0.9898481965065002,disgust,0.5593718886375427
3641,3641,1097908961196556289,1097758949342932993,2019-02-19 17:21:09+00:00,the most f   d up president why is not he being impeached blatantly said to the world that he stands with our adversary putin ussia does not believe his own american intelligence but believes kgb putin this is more than enough to impeach,ICYMI: Trump's [USER] Encourages #Pollution By Nearly Eliminating Penalties for Polluters [URL] #SmartDissent #ClimateChange #ClimateAction #TrumpSwamp #Corruption [USER] [URL],en,0.592087984085083,anger,0.9875472784042358,anger,0.9947630763053894,disgust,0.3746708035469055
6022,6022,1098538960828022785,1097045226823139328,2019-02-21 11:04:32+00:00,it makes as much sense as standing in water while wearing a suit,#algore you were wrong! #Climatechange is a tool for the globalist for more control and taxes to keep us poor. There should be no #CarbonTax or #emissionstax and no stealth taxes. Voting #AustralianConservatives into the senate is common sense. [URL],en,0.8491311073303223,anticipation,0.6180607080459595,anticipation,0.5977655649185181,surprise,0.4779796600341797
3083,3083,1097531361022365696,1096749605155467270,2019-02-18 16:20:42+00:00,not those police in that area in those years they were proven to be corrupt as they let the evidence go which would have put the murderers in jail however time has moved on and these police who help to make these protests as safe as they can do a good job,Two pictures with this tweet.One is a bunch of kids protesting about climate change and the other is a far right yob threatening a police officer.Guess which has been condemned by various members of the Government and ask yourself what the fuck is going on! [URL],en,0.9348559379577636,anger,0.9884867668151855,optimism,0.9197275638580322,surprise,0.2324832528829574
5143,5143,1098224453048258560,1097912551038439430,2019-02-20 14:14:48+00:00,WTF,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anger,0.9853555560112,anger,0.9955810904502868,surprise,0.7094382643699646
2017,2017,1096802684894699520,1096795962281021441,2019-02-16 16:05:12+00:00,if any young people would like to write for us explaining why they protested please send us a dm climateclimate,"Yesterday, thousands of young activists took to the streets to demand #ClimateChange action.#YouthStrike4Climate#SchoolsStrike4Climate [URL]",en,0.7760401368141174,anticipation,0.9101396799087524,anticipation,0.8936833739280701,surprise,0.2375729531049728
